SVID,PRN,Azimuth,Elevation
5,G05,157.08,40.65
20,G20,116.51,57.6
11,G11,36.25,55.09
25,G25,307.93,57.56
18,G18,232.52,3.24
28,G28,311.88,9.37
19,G19,86.03,5.41
94,E24,260.08,85.42
101,E31,143.33,37.69
103,E33,43.85,15.76
95,E25,317.02,32.23
81,E11,241.34,50.23
84,E14,297.65,41.45
82,E12,20.53,68.73
80,E10,278.7,76.52
106,E36,230.51,3.22
47,R10,204.35,60.57
42,R05,95.32,13.93
46,R09,171.8,21.22
41,R04,47.47,10.3
48,R11,314.83,45.96
58,R21,284.97,44.21
57,R20,13.79,45.63
59,R22,249.18,4.71
226,X226,315.7,60.67
230,X230,52.1,10.1
165,B25,318.77,12.65
159,B19,75.9,19.68
166,B26,194.83,39.58
174,B34,268.74,17.49
162,B22,130.4,19.68
175,B35,44.73,46.17
152,B12,283.98,43.71
164,B24,273.09,50.16
160,B20,34.1,0.88
179,B39,325.88,2.56
12,G12,194.56,86.14
29,G29,296.33,28.38
6,G06,44.9,15.12
24,G24,203.79,12.17
5,G05,157.08,40.65
20,G20,116.51,57.6
11,G11,36.25,55.09
25,G25,307.93,57.56
18,G18,232.52,3.24
28,G28,311.88,9.37
19,G19,86.03,5.41
94,E24,260.08,85.42
101,E31,143.33,37.69
103,E33,43.85,15.76
95,E25,317.02,32.23
81,E11,241.34,50.23
84,E14,297.65,41.45
82,E12,20.53,68.73
80,E10,278.7,76.52
106,E36,230.51,3.22
47,R10,204.35,60.57
42,R05,95.32,13.93
46,R09,171.8,21.22
41,R04,47.47,10.3
48,R11,314.83,45.96
58,R21,284.97,44.21
57,R20,13.79,45.63
59,R22,249.18,4.71
226,X226,315.7,60.67
230,X230,52.1,10.1
165,B25,318.77,12.65
159,B19,75.9,19.68
166,B26,194.83,39.58
174,B34,268.74,17.49
162,B22,130.4,19.68
175,B35,44.73,46.17
152,B12,283.98,43.71
164,B24,273.09,50.16
160,B20,34.1,0.88
179,B39,325.88,2.56
12,G12,194.56,86.14
29,G29,296.33,28.38
6,G06,44.9,15.12
24,G24,203.79,12.17
5,G05,157.08,40.65
20,G20,116.51,57.6
11,G11,36.25,55.09
25,G25,307.93,57.56
18,G18,232.52,3.24
28,G28,311.88,9.37
19,G19,86.03,5.41
94,E24,260.08,85.42
101,E31,143.33,37.69
103,E33,43.85,15.76
95,E25,317.02,32.23
81,E11,241.34,50.23
84,E14,297.65,41.45
82,E12,20.53,68.73
80,E10,278.7,76.52
106,E36,230.51,3.22
47,R10,204.35,60.57
42,R05,95.32,13.93
46,R09,171.8,21.22
41,R04,47.47,10.3
48,R11,314.83,45.96
58,R21,284.97,44.21
57,R20,13.79,45.63
59,R22,249.18,4.71
226,X226,315.7,60.67
230,X230,52.1,10.1
165,B25,318.77,12.65
159,B19,75.9,19.68
166,B26,194.83,39.58
174,B34,268.74,17.49
162,B22,130.4,19.68
175,B35,44.73,46.17
152,B12,283.98,43.71
164,B24,273.09,50.16
160,B20,34.1,0.88
179,B39,325.88,2.56
12,G12,194.36,86.12
29,G29,296.35,28.39
6,G06,44.91,15.1
24,G24,203.78,12.16
5,G05,157.07,40.67
20,G20,116.47,57.61
11,G11,36.25,55.06
25,G25,307.9,57.58
18,G18,232.53,3.26
28,G28,311.86,9.38
19,G19,86.05,5.4
94,E24,259.82,85.42
95,E25,317.02,32.24
103,E33,43.86,15.74
101,E31,143.35,37.68
81,E11,241.37,50.25
84,E14,297.66,41.47
82,E12,20.54,68.72
80,E10,278.79,76.52
106,E36,230.52,3.23
47,R10,204.33,60.54
42,R05,95.3,13.95
46,R09,171.8,21.2
41,R04,47.44,10.3
48,R11,314.8,45.98
58,R21,285.01,44.22
57,R20,13.82,45.61
59,R22,249.2,4.72
226,X226,315.74,60.68
230,X230,52.08,10.1
165,B25,318.76,12.66
159,B19,75.88,19.68
166,B26,194.82,39.56
174,B34,268.75,17.5
162,B22,130.39,19.69
175,B35,44.75,46.15
152,B12,284.01,43.72
164,B24,273.05,50.16
160,B20,34.09,0.87
179,B39,325.88,2.56
12,G12,194.36,86.12
29,G29,296.35,28.39
6,G06,44.91,15.1
24,G24,203.78,12.16
5,G05,157.07,40.67
20,G20,116.47,57.61
11,G11,36.25,55.06
25,G25,307.9,57.58
18,G18,232.53,3.26
28,G28,311.86,9.38
19,G19,86.05,5.4
94,E24,259.82,85.42
95,E25,317.02,32.24
103,E33,43.86,15.74
101,E31,143.35,37.68
81,E11,241.37,50.25
84,E14,297.66,41.47
82,E12,20.54,68.72
80,E10,278.79,76.52
106,E36,230.52,3.23
47,R10,204.33,60.54
42,R05,95.3,13.95
46,R09,171.8,21.2
41,R04,47.44,10.3
48,R11,314.8,45.98
58,R21,285.01,44.22
57,R20,13.82,45.61
59,R22,249.2,4.72
226,X226,315.74,60.68
230,X230,52.08,10.1
165,B25,318.76,12.66
159,B19,75.88,19.68
166,B26,194.82,39.56
174,B34,268.75,17.5
162,B22,130.39,19.69
175,B35,44.75,46.15
152,B12,284.01,43.72
164,B24,273.05,50.16
160,B20,34.09,0.87
179,B39,325.88,2.56
12,G12,194.36,86.12
29,G29,296.35,28.39
6,G06,44.91,15.1
24,G24,203.78,12.16
5,G05,157.07,40.67
20,G20,116.47,57.61
11,G11,36.25,55.06
25,G25,307.9,57.58
18,G18,232.53,3.26
28,G28,311.86,9.38
19,G19,86.05,5.4
94,E24,259.82,85.42
95,E25,317.02,32.24
103,E33,43.86,15.74
101,E31,143.35,37.68
81,E11,241.37,50.25
84,E14,297.66,41.47
82,E12,20.54,68.72
80,E10,278.79,76.52
106,E36,230.52,3.23
47,R10,204.33,60.54
42,R05,95.3,13.95
46,R09,171.8,21.2
41,R04,47.44,10.3
48,R11,314.8,45.98
58,R21,285.01,44.22
57,R20,13.82,45.61
59,R22,249.2,4.72
226,X226,315.74,60.68
230,X230,52.08,10.1
165,B25,318.76,12.66
159,B19,75.88,19.68
166,B26,194.82,39.56
174,B34,268.75,17.5
162,B22,130.39,19.69
175,B35,44.75,46.15
152,B12,284.01,43.72
164,B24,273.05,50.16
160,B20,34.09,0.87
179,B39,325.88,2.56
12,G12,194.16,86.09
29,G29,296.37,28.41
6,G06,44.92,15.08
24,G24,203.77,12.14
5,G05,157.06,40.69
20,G20,116.42,57.62
11,G11,36.26,55.04
25,G25,307.88,57.6
18,G18,232.54,3.27
28,G28,311.84,9.38
19,G19,86.06,5.38
94,E24,259.56,85.42
101,E31,143.36,37.66
103,E33,43.87,15.73
95,E25,317.02,32.26
81,E11,241.39,50.26
84,E14,297.68,41.48
82,E12,20.55,68.7
80,E10,278.87,76.53
106,E36,230.53,3.25
47,R10,204.31,60.52
42,R05,95.28,13.96
46,R09,171.81,21.17
41,R04,47.42,10.3
48,R11,314.77,46.0
58,R21,285.05,44.23
57,R20,13.84,45.59
59,R22,249.22,4.74
226,X226,315.78,60.68
230,X230,52.06,10.1
165,B25,318.75,12.68
159,B19,75.86,19.69
166,B26,194.81,39.54
174,B34,268.77,17.51
162,B22,130.37,19.71
175,B35,44.77,46.14
152,B12,284.03,43.73
164,B24,273.02,50.16
160,B20,34.07,0.87
179,B39,325.87,2.56
12,G12,194.16,86.09
29,G29,296.37,28.41
6,G06,44.92,15.08
24,G24,203.77,12.14
5,G05,157.06,40.69
20,G20,116.42,57.62
11,G11,36.26,55.04
25,G25,307.88,57.6
18,G18,232.54,3.27
28,G28,311.84,9.38
19,G19,86.06,5.38
94,E24,259.56,85.42
101,E31,143.36,37.66
103,E33,43.87,15.73
95,E25,317.02,32.26
81,E11,241.39,50.26
84,E14,297.68,41.48
82,E12,20.55,68.7
80,E10,278.87,76.53
106,E36,230.53,3.25
47,R10,204.31,60.52
42,R05,95.28,13.96
46,R09,171.81,21.17
41,R04,47.42,10.3
48,R11,314.77,46.0
58,R21,285.05,44.23
57,R20,13.84,45.59
59,R22,249.22,4.74
226,X226,315.78,60.68
230,X230,52.06,10.1
165,B25,318.75,12.68
159,B19,75.86,19.69
166,B26,194.81,39.54
174,B34,268.77,17.51
162,B22,130.37,19.71
175,B35,44.77,46.14
152,B12,284.03,43.73
164,B24,273.02,50.16
160,B20,34.07,0.87
179,B39,325.87,2.56
12,G12,194.16,86.09
29,G29,296.37,28.41
6,G06,44.92,15.08
24,G24,203.77,12.14
5,G05,157.06,40.69
20,G20,116.42,57.62
11,G11,36.26,55.04
25,G25,307.88,57.6
18,G18,232.54,3.27
28,G28,311.84,9.38
19,G19,86.06,5.38
94,E24,259.56,85.42
101,E31,143.36,37.66
103,E33,43.87,15.73
95,E25,317.02,32.26
81,E11,241.39,50.26
84,E14,297.68,41.48
82,E12,20.55,68.7
80,E10,278.87,76.53
106,E36,230.53,3.25
47,R10,204.31,60.52
42,R05,95.28,13.96
46,R09,171.81,21.17
41,R04,47.42,10.3
48,R11,314.77,46.0
58,R21,285.05,44.23
57,R20,13.84,45.59
59,R22,249.22,4.74
226,X226,315.78,60.68
230,X230,52.06,10.1
165,B25,318.75,12.68
159,B19,75.86,19.69
166,B26,194.81,39.54
174,B34,268.77,17.51
162,B22,130.37,19.71
175,B35,44.77,46.14
152,B12,284.03,43.73
164,B24,273.02,50.16
160,B20,34.07,0.87
179,B39,325.87,2.56
12,G12,193.96,86.07
29,G29,296.39,28.42
6,G06,44.93,15.06
24,G24,203.75,12.13
5,G05,157.04,40.71
20,G20,116.38,57.63
11,G11,36.26,55.02
25,G25,307.86,57.62
18,G18,232.56,3.29
28,G28,311.82,9.39
19,G19,86.08,5.37
94,E24,259.3,85.42
101,E31,143.37,37.64
103,E33,43.87,15.71
95,E25,317.02,32.27
81,E11,241.42,50.27
84,E14,297.7,41.5
82,E12,20.56,68.68
80,E10,278.96,76.53
106,E36,230.55,3.26
47,R10,204.29,60.49
42,R05,95.26,13.98
46,R09,171.81,21.15
41,R04,47.39,10.3
48,R11,314.75,46.01
58,R21,285.09,44.24
57,R20,13.87,45.57
59,R22,249.24,4.75
226,X226,315.82,60.69
230,X230,52.04,10.09
165,B25,318.74,12.69
159,B19,75.83,19.69
166,B26,194.8,39.52
174,B34,268.79,17.53
162,B22,130.36,19.72
175,B35,44.79,46.13
152,B12,284.06,43.74
164,B24,272.98,50.16
160,B20,34.06,0.86
179,B39,325.86,2.56
12,G12,193.96,86.07
29,G29,296.39,28.42
6,G06,44.93,15.06
24,G24,203.75,12.13
5,G05,157.04,40.71
20,G20,116.38,57.63
11,G11,36.26,55.02
25,G25,307.86,57.62
18,G18,232.56,3.29
28,G28,311.82,9.39
19,G19,86.08,5.37
94,E24,259.3,85.42
101,E31,143.37,37.64
103,E33,43.87,15.71
95,E25,317.02,32.27
81,E11,241.42,50.27
84,E14,297.7,41.5
82,E12,20.56,68.68
80,E10,278.96,76.53
106,E36,230.55,3.26
47,R10,204.29,60.49
42,R05,95.26,13.98
46,R09,171.81,21.15
41,R04,47.39,10.3
48,R11,314.75,46.01
58,R21,285.09,44.24
57,R20,13.87,45.57
59,R22,249.24,4.75
226,X226,315.82,60.69
230,X230,52.04,10.09
165,B25,318.74,12.69
159,B19,75.83,19.69
166,B26,194.8,39.52
174,B34,268.79,17.53
162,B22,130.36,19.72
175,B35,44.79,46.13
152,B12,284.06,43.74
164,B24,272.98,50.16
160,B20,34.06,0.86
179,B39,325.86,2.56
12,G12,193.96,86.07
29,G29,296.39,28.42
6,G06,44.93,15.06
24,G24,203.75,12.13
5,G05,157.04,40.71
20,G20,116.38,57.63
11,G11,36.26,55.02
25,G25,307.86,57.62
18,G18,232.56,3.29
28,G28,311.82,9.39
19,G19,86.08,5.37
94,E24,259.3,85.42
101,E31,143.37,37.64
103,E33,43.87,15.71
95,E25,317.02,32.27
81,E11,241.42,50.27
84,E14,297.7,41.5
82,E12,20.56,68.68
80,E10,278.96,76.53
106,E36,230.55,3.26
47,R10,204.29,60.49
42,R05,95.26,13.98
46,R09,171.81,21.15
41,R04,47.39,10.3
48,R11,314.75,46.01
58,R21,285.09,44.24
57,R20,13.87,45.57
59,R22,249.24,4.75
226,X226,315.82,60.69
230,X230,52.04,10.09
165,B25,318.74,12.69
159,B19,75.83,19.69
166,B26,194.8,39.52
174,B34,268.79,17.53
162,B22,130.36,19.72
175,B35,44.79,46.13
152,B12,284.06,43.74
164,B24,272.98,50.16
160,B20,34.06,0.86
179,B39,325.86,2.56
12,G12,193.76,86.05
29,G29,296.41,28.43
6,G06,44.93,15.04
24,G24,203.74,12.11
5,G05,157.03,40.74
20,G20,116.34,57.65
11,G11,36.27,55.0
25,G25,307.84,57.64
18,G18,232.57,3.31
28,G28,311.8,9.39
19,G19,86.1,5.36
94,E24,259.04,85.42
101,E31,143.39,37.62
103,E33,43.88,15.7
95,E25,317.01,32.29
84,E14,297.72,41.51
81,E11,241.44,50.29
82,E12,20.57,68.66
80,E10,279.05,76.54
106,E36,230.56,3.27
47,R10,204.27,60.46
42,R05,95.23,13.99
46,R09,171.81,21.12
41,R04,47.37,10.31
48,R11,314.72,46.03
58,R21,285.13,44.25
57,R20,13.9,45.56
59,R22,249.26,4.76
226,X226,315.87,60.69
230,X230,52.02,10.09
165,B25,318.73,12.7
159,B19,75.81,19.69
166,B26,194.8,39.5
174,B34,268.81,17.54
162,B22,130.34,19.74
175,B35,44.81,46.11
152,B12,284.09,43.75
164,B24,272.95,50.16
160,B20,34.04,0.85
179,B39,325.86,2.56
12,G12,193.76,86.05
29,G29,296.41,28.43
6,G06,44.93,15.04
24,G24,203.74,12.11
5,G05,157.03,40.74
20,G20,116.34,57.65
11,G11,36.27,55.0
25,G25,307.84,57.64
18,G18,232.57,3.31
28,G28,311.8,9.39
19,G19,86.1,5.36
94,E24,259.04,85.42
101,E31,143.39,37.62
103,E33,43.88,15.7
95,E25,317.01,32.29
84,E14,297.72,41.51
81,E11,241.44,50.29
82,E12,20.57,68.66
80,E10,279.05,76.54
106,E36,230.56,3.27
47,R10,204.27,60.46
42,R05,95.23,13.99
46,R09,171.81,21.12
41,R04,47.37,10.31
48,R11,314.72,46.03
58,R21,285.13,44.25
57,R20,13.9,45.56
59,R22,249.26,4.76
226,X226,315.87,60.69
230,X230,52.02,10.09
165,B25,318.73,12.7
159,B19,75.81,19.69
166,B26,194.8,39.5
174,B34,268.81,17.54
162,B22,130.34,19.74
175,B35,44.81,46.11
152,B12,284.09,43.75
164,B24,272.95,50.16
160,B20,34.04,0.85
179,B39,325.86,2.56
12,G12,193.76,86.05
29,G29,296.41,28.43
6,G06,44.93,15.04
24,G24,203.74,12.11
5,G05,157.03,40.74
20,G20,116.34,57.65
11,G11,36.27,55.0
25,G25,307.84,57.64
18,G18,232.57,3.31
28,G28,311.8,9.39
19,G19,86.1,5.36
94,E24,259.04,85.42
101,E31,143.39,37.62
103,E33,43.88,15.7
95,E25,317.01,32.29
84,E14,297.72,41.51
81,E11,241.44,50.29
82,E12,20.57,68.66
80,E10,279.05,76.54
106,E36,230.56,3.27
47,R10,204.27,60.46
42,R05,95.23,13.99
46,R09,171.81,21.12
41,R04,47.37,10.31
48,R11,314.72,46.03
58,R21,285.13,44.25
57,R20,13.9,45.56
59,R22,249.26,4.76
226,X226,315.87,60.69
230,X230,52.02,10.09
165,B25,318.73,12.7
159,B19,75.81,19.69
166,B26,194.8,39.5
174,B34,268.81,17.54
162,B22,130.34,19.74
175,B35,44.81,46.11
152,B12,284.09,43.75
164,B24,272.95,50.16
160,B20,34.04,0.85
179,B39,325.86,2.56
12,G12,193.57,86.03
29,G29,296.43,28.45
6,G06,44.94,15.03
24,G24,203.73,12.1
5,G05,157.02,40.76
20,G20,116.3,57.66
11,G11,36.27,54.97
25,G25,307.82,57.66
18,G18,232.58,3.32
28,G28,311.78,9.4
19,G19,86.12,5.34
94,E24,258.78,85.42
101,E31,143.4,37.61
103,E33,43.89,15.68
95,E25,317.01,32.31
84,E14,297.74,41.52
81,E11,241.47,50.3
82,E12,20.58,68.64
80,E10,279.14,76.54
106,E36,230.57,3.28
47,R10,204.25,60.43
42,R05,95.21,14.0
46,R09,171.81,21.1
41,R04,47.34,10.31
48,R11,314.69,46.05
58,R21,285.16,44.25
57,R20,13.93,45.54
59,R22,249.28,4.78
226,X226,315.91,60.7
230,X230,52.01,10.09
165,B25,318.72,12.72
159,B19,75.79,19.7
166,B26,194.79,39.47
174,B34,268.82,17.55
162,B22,130.32,19.75
175,B35,44.83,46.1
152,B12,284.11,43.76
164,B24,272.92,50.16
160,B20,34.03,0.85
179,B39,325.85,2.56
12,G12,193.57,86.03
29,G29,296.43,28.45
6,G06,44.94,15.03
24,G24,203.73,12.1
5,G05,157.02,40.76
20,G20,116.3,57.66
11,G11,36.27,54.97
25,G25,307.82,57.66
18,G18,232.58,3.32
28,G28,311.78,9.4
19,G19,86.12,5.34
94,E24,258.78,85.42
101,E31,143.4,37.61
103,E33,43.89,15.68
95,E25,317.01,32.31
84,E14,297.74,41.52
81,E11,241.47,50.3
82,E12,20.58,68.64
80,E10,279.14,76.54
106,E36,230.57,3.28
47,R10,204.25,60.43
42,R05,95.21,14.0
46,R09,171.81,21.1
41,R04,47.34,10.31
48,R11,314.69,46.05
58,R21,285.16,44.25
57,R20,13.93,45.54
59,R22,249.28,4.78
226,X226,315.91,60.7
230,X230,52.01,10.09
165,B25,318.72,12.72
159,B19,75.79,19.7
166,B26,194.79,39.47
174,B34,268.82,17.55
162,B22,130.32,19.75
175,B35,44.83,46.1
152,B12,284.11,43.76
164,B24,272.92,50.16
160,B20,34.03,0.85
179,B39,325.85,2.56
12,G12,193.57,86.03
29,G29,296.43,28.45
6,G06,44.94,15.03
24,G24,203.73,12.1
5,G05,157.02,40.76
20,G20,116.3,57.66
11,G11,36.27,54.97
25,G25,307.82,57.66
18,G18,232.58,3.32
28,G28,311.78,9.4
19,G19,86.12,5.34
94,E24,258.78,85.42
101,E31,143.4,37.61
103,E33,43.89,15.68
95,E25,317.01,32.31
84,E14,297.74,41.52
81,E11,241.47,50.3
82,E12,20.58,68.64
80,E10,279.14,76.54
106,E36,230.57,3.28
47,R10,204.25,60.43
42,R05,95.21,14.0
46,R09,171.81,21.1
41,R04,47.34,10.31
48,R11,314.69,46.05
58,R21,285.16,44.25
57,R20,13.93,45.54
59,R22,249.28,4.78
226,X226,315.91,60.7
230,X230,52.01,10.09
165,B25,318.72,12.72
159,B19,75.79,19.7
166,B26,194.79,39.47
174,B34,268.82,17.55
162,B22,130.32,19.75
175,B35,44.83,46.1
152,B12,284.11,43.76
164,B24,272.92,50.16
160,B20,34.03,0.85
179,B39,325.85,2.56
12,G12,193.38,86.0
29,G29,296.45,28.46
6,G06,44.95,15.01
24,G24,203.72,12.08
5,G05,157.0,40.78
20,G20,116.26,57.67
11,G11,36.28,54.95
25,G25,307.79,57.68
18,G18,232.59,3.34
28,G28,311.77,9.41
19,G19,86.13,5.33
94,E24,258.53,85.42
101,E31,143.41,37.59
103,E33,43.89,15.67
95,E25,317.01,32.32
84,E14,297.75,41.54
81,E11,241.49,50.32
82,E12,20.59,68.62
80,E10,279.23,76.54
106,E36,230.58,3.3
47,R10,204.23,60.4
42,R05,95.19,14.02
46,R09,171.82,21.07
41,R04,47.32,10.31
48,R11,314.66,46.07
58,R21,285.2,44.26
57,R20,13.96,45.52
59,R22,249.3,4.79
226,X226,315.95,60.7
230,X230,51.99,10.09
165,B25,318.71,12.73
159,B19,75.77,19.7
166,B26,194.78,39.45
174,B34,268.84,17.56
162,B22,130.31,19.77
175,B35,44.85,46.09
152,B12,284.14,43.77
164,B24,272.88,50.16
160,B20,34.01,0.84
179,B39,325.85,2.56
12,G12,193.38,86.0
29,G29,296.45,28.46
6,G06,44.95,15.01
24,G24,203.72,12.08
5,G05,157.0,40.78
20,G20,116.26,57.67
11,G11,36.28,54.95
25,G25,307.79,57.68
18,G18,232.59,3.34
28,G28,311.77,9.41
19,G19,86.13,5.33
94,E24,258.53,85.42
101,E31,143.41,37.59
103,E33,43.89,15.67
95,E25,317.01,32.32
84,E14,297.75,41.54
81,E11,241.49,50.32
82,E12,20.59,68.62
80,E10,279.23,76.54
106,E36,230.58,3.3
47,R10,204.23,60.4
42,R05,95.19,14.02
46,R09,171.82,21.07
41,R04,47.32,10.31
48,R11,314.66,46.07
58,R21,285.2,44.26
57,R20,13.96,45.52
59,R22,249.3,4.79
226,X226,315.95,60.7
230,X230,51.99,10.09
165,B25,318.71,12.73
159,B19,75.77,19.7
166,B26,194.78,39.45
174,B34,268.84,17.56
162,B22,130.31,19.77
175,B35,44.85,46.09
152,B12,284.14,43.77
164,B24,272.88,50.16
160,B20,34.01,0.84
179,B39,325.85,2.56
12,G12,193.38,86.0
29,G29,296.45,28.46
6,G06,44.95,15.01
24,G24,203.72,12.08
5,G05,157.0,40.78
20,G20,116.26,57.67
11,G11,36.28,54.95
25,G25,307.79,57.68
18,G18,232.59,3.34
28,G28,311.77,9.41
19,G19,86.13,5.33
94,E24,258.53,85.42
101,E31,143.41,37.59
103,E33,43.89,15.67
95,E25,317.01,32.32
84,E14,297.75,41.54
81,E11,241.49,50.32
82,E12,20.59,68.62
80,E10,279.23,76.54
106,E36,230.58,3.3
47,R10,204.23,60.4
42,R05,95.19,14.02
46,R09,171.82,21.07
41,R04,47.32,10.31
48,R11,314.66,46.07
58,R21,285.2,44.26
57,R20,13.96,45.52
59,R22,249.3,4.79
226,X226,315.95,60.7
230,X230,51.99,10.09
165,B25,318.71,12.73
159,B19,75.77,19.7
166,B26,194.78,39.45
174,B34,268.84,17.56
162,B22,130.31,19.77
175,B35,44.85,46.09
152,B12,284.14,43.77
164,B24,272.88,50.16
160,B20,34.01,0.84
179,B39,325.85,2.56
12,G12,193.19,85.98
29,G29,296.47,28.48
6,G06,44.96,14.99
24,G24,203.7,12.07
5,G05,156.99,40.8
20,G20,116.21,57.68
11,G11,36.28,54.93
25,G25,307.77,57.7
18,G18,232.61,3.36
28,G28,311.75,9.41
19,G19,86.15,5.32
94,E24,258.27,85.42
101,E31,143.43,37.57
103,E33,43.9,15.66
95,E25,317.01,32.34
84,E14,297.77,41.55
81,E11,241.52,50.33
82,E12,20.6,68.6
80,E10,279.32,76.55
106,E36,230.59,3.31
47,R10,204.2,60.37
42,R05,95.17,14.03
46,R09,171.82,21.04
41,R04,47.3,10.31
48,R11,314.64,46.09
58,R21,285.24,44.27
57,R20,13.99,45.5
59,R22,249.32,4.81
226,X226,315.99,60.71
230,X230,51.97,10.08
165,B25,318.7,12.74
159,B19,75.75,19.71
166,B26,194.77,39.43
174,B34,268.86,17.57
162,B22,130.29,19.78
175,B35,44.87,46.07
152,B12,284.17,43.78
164,B24,272.85,50.16
160,B20,33.99,0.83
179,B39,325.84,2.56
12,G12,193.19,85.98
29,G29,296.47,28.48
6,G06,44.96,14.99
24,G24,203.7,12.07
5,G05,156.99,40.8
20,G20,116.21,57.68
11,G11,36.28,54.93
25,G25,307.77,57.7
18,G18,232.61,3.36
28,G28,311.75,9.41
19,G19,86.15,5.32
94,E24,258.27,85.42
101,E31,143.43,37.57
103,E33,43.9,15.66
95,E25,317.01,32.34
84,E14,297.77,41.55
81,E11,241.52,50.33
82,E12,20.6,68.6
80,E10,279.32,76.55
106,E36,230.59,3.31
47,R10,204.2,60.37
42,R05,95.17,14.03
46,R09,171.82,21.04
41,R04,47.3,10.31
48,R11,314.64,46.09
58,R21,285.24,44.27
57,R20,13.99,45.5
59,R22,249.32,4.81
226,X226,315.99,60.71
230,X230,51.97,10.08
165,B25,318.7,12.74
159,B19,75.75,19.71
166,B26,194.77,39.43
174,B34,268.86,17.57
162,B22,130.29,19.78
175,B35,44.87,46.07
152,B12,284.17,43.78
164,B24,272.85,50.16
160,B20,33.99,0.83
179,B39,325.84,2.56
12,G12,193.19,85.98
29,G29,296.47,28.48
6,G06,44.96,14.99
24,G24,203.7,12.07
5,G05,156.99,40.8
20,G20,116.21,57.68
11,G11,36.28,54.93
25,G25,307.77,57.7
18,G18,232.61,3.36
28,G28,311.75,9.41
19,G19,86.15,5.32
94,E24,258.27,85.42
101,E31,143.43,37.57
103,E33,43.9,15.66
95,E25,317.01,32.34
84,E14,297.77,41.55
81,E11,241.52,50.33
82,E12,20.6,68.6
80,E10,279.32,76.55
106,E36,230.59,3.31
47,R10,204.2,60.37
42,R05,95.17,14.03
46,R09,171.82,21.04
41,R04,47.3,10.31
48,R11,314.64,46.09
58,R21,285.24,44.27
57,R20,13.99,45.5
59,R22,249.32,4.81
226,X226,315.99,60.71
230,X230,51.97,10.08
165,B25,318.7,12.74
159,B19,75.75,19.71
166,B26,194.77,39.43
174,B34,268.86,17.57
162,B22,130.29,19.78
175,B35,44.87,46.07
152,B12,284.17,43.78
164,B24,272.85,50.16
160,B20,33.99,0.83
179,B39,325.84,2.56
12,G12,193.01,85.96
29,G29,296.49,28.49
6,G06,44.96,14.97
24,G24,203.69,12.05
5,G05,156.98,40.83
20,G20,116.17,57.69
11,G11,36.28,54.91
25,G25,307.75,57.72
18,G18,232.62,3.37
28,G28,311.73,9.42
19,G19,86.17,5.3
94,E24,258.01,85.42
101,E31,143.44,37.56
103,E33,43.91,15.64
95,E25,317.0,32.35
84,E14,297.79,41.56
81,E11,241.54,50.34
82,E12,20.61,68.58
80,E10,279.4,76.55
106,E36,230.61,3.32
47,R10,204.18,60.34
42,R05,95.14,14.05
46,R09,171.82,21.02
41,R04,47.27,10.31
48,R11,314.61,46.11
58,R21,285.28,44.28
57,R20,14.01,45.49
59,R22,249.34,4.82
226,X226,316.03,60.71
230,X230,51.95,10.08
165,B25,318.69,12.76
159,B19,75.73,19.71
166,B26,194.76,39.41
174,B34,268.88,17.58
162,B22,130.28,19.8
175,B35,44.89,46.06
152,B12,284.19,43.79
164,B24,272.81,50.16
160,B20,33.98,0.83
179,B39,325.83,2.56
12,G12,193.01,85.96
29,G29,296.49,28.49
6,G06,44.96,14.97
24,G24,203.69,12.05
5,G05,156.98,40.83
20,G20,116.17,57.69
11,G11,36.28,54.91
25,G25,307.75,57.72
18,G18,232.62,3.37
28,G28,311.73,9.42
19,G19,86.17,5.3
94,E24,258.01,85.42
101,E31,143.44,37.56
103,E33,43.91,15.64
95,E25,317.0,32.35
84,E14,297.79,41.56
81,E11,241.54,50.34
82,E12,20.61,68.58
80,E10,279.4,76.55
106,E36,230.61,3.32
47,R10,204.18,60.34
42,R05,95.14,14.05
46,R09,171.82,21.02
41,R04,47.27,10.31
48,R11,314.61,46.11
58,R21,285.28,44.28
57,R20,14.01,45.49
59,R22,249.34,4.82
226,X226,316.03,60.71
230,X230,51.95,10.08
165,B25,318.69,12.76
159,B19,75.73,19.71
166,B26,194.76,39.41
174,B34,268.88,17.58
162,B22,130.28,19.8
175,B35,44.89,46.06
152,B12,284.19,43.79
164,B24,272.81,50.16
160,B20,33.98,0.83
179,B39,325.83,2.56
12,G12,193.01,85.96
29,G29,296.49,28.49
6,G06,44.96,14.97
24,G24,203.69,12.05
5,G05,156.98,40.83
20,G20,116.17,57.69
11,G11,36.28,54.91
25,G25,307.75,57.72
18,G18,232.62,3.37
28,G28,311.73,9.42
19,G19,86.17,5.3
94,E24,258.01,85.42
101,E31,143.44,37.56
103,E33,43.91,15.64
95,E25,317.0,32.35
84,E14,297.79,41.56
81,E11,241.54,50.34
82,E12,20.61,68.58
80,E10,279.4,76.55
106,E36,230.61,3.32
47,R10,204.18,60.34
42,R05,95.14,14.05
46,R09,171.82,21.02
41,R04,47.27,10.31
48,R11,314.61,46.11
58,R21,285.28,44.28
57,R20,14.01,45.49
59,R22,249.34,4.82
226,X226,316.03,60.71
230,X230,51.95,10.08
165,B25,318.69,12.76
159,B19,75.73,19.71
166,B26,194.76,39.41
174,B34,268.88,17.58
162,B22,130.28,19.8
175,B35,44.89,46.06
152,B12,284.19,43.79
164,B24,272.81,50.16
160,B20,33.98,0.83
